$X^2$,$X^1$
,
0.0,0.0
0.0,0.0
0.33366688900003716,0.0
0.333583374895701,0.0
0.3335332664665342,0.0
0.2778052543125022,0.0
0.3335237618573359,0.0
0.3334998748543217,0.0
0.3334812960989993,0.0
0.33346643311706,0.0
0.3334542725157573,0.0
0.3055132519610456,0.0
0.23028043538954543,-0.02579523094781915
0.2137246495226433,-0.02394070813854549
0.19937633528416668,-0.02233345879116915
0.20781161800496484,-0.020927119131574266
0.21525449465583948,-0.0196862345089657
0.2592232155073157,-0.01858322908383502
0.21005212700522166,-0.017596332456570402
0.23310050539103933,-0.016708128307481477
0.25395373054108833,-0.015904517711103964
0.28822235774252736,-0.015173965182966714
0.3048581775710468,0.029451494313034295
0.29200906667234267,0.02821017771271925
0.28018793197704206,0.0270681710129937
0.2952391423206345,0.03899550611643639
0.28416154339142086,0.0625462091883822
0.2980077545721102,0.06028211396905972
0.31089899441820296,0.06983015049717241
0.3116577050299011,0.10128771820927408
0.32328230214383774,0.13071561813889174
0.3236012921262557,0.12656709129166302
0.3444280328409236,0.13293355364799259
0.33412967217835243,0.1090255941629564
0.32441984434445215,0.13491736255541278
0.3435163929454847,0.1405259645805935
0.33406399111885476,0.15500356575362412
0.33404440525417084,0.16871910325541697
0.3078943693766414,0.15559974283503433
0.3000458854782662,0.15163337580239078
0.3008741259479177,0.14786051526540325
0.3097632939033819,0.14426733933132566
0.3024071067169327,0.1487572349059269
0.3031252005732189,0.16078287209964942
0.2810965131023333,0.1419874708355732
0.2748471489513523,0.14624149007022946
0.29063363526165453,0.1430578312351944
0.28443531590977467,0.14711582103318127
0.2784900367927006,0.151008147425811
0.2796140044659005,0.14791336124769236
0.2739931227934982,0.1449399640356011
0.27516363737763644,0.14208095257971287
0.2698356692750635,0.14578415476844558
0.2647050786880899,0.14935016979056898
0.26598686995391346,0.14656071019879538
0.2672228716194088,0.1438708988440218
0.26240221420513477,0.15330204999898148
0.26366036150339195,0.1624079024572495
0.2590606495151806,0.16538979836685072
0.26605652778706135,0.16827226937497186
0.26156274520858586,0.17669031526314277
0.2682980578243669,0.1792946832781075
0.2639059299933953,0.17635957008811
0.25965110087483717,0.17351620906865106
0.25552723360448376,0.1813485926965134
0.25674485553137805,0.18894354901026744
0.2579261175290676,0.1860293791434691
0.26920875521240184,0.19333708326878873
0.2651729771838387,0.19043871708397783
0.2612525522256368,0.20240759978252526
0.2574426062637816,0.20917806744709475
0.26333049985236917,0.21576038860275934
0.2690570125064486,0.22216229529893142
0.2699577117578082,0.21904915175739284
0.27083438154030415,0.22524100817917508
0.2671354201910859,0.2221647451922702
0.26802822731752884,0.2191684231280707
0.2644579294171934,0.2206891686975847
